TOXCODE,toxic,lars,lcad,lchr,lcop,llead,lmerc,lnick,lsilv,lzinc,lacen,lacpt,lanth,lbaa,lban,lbap,lchry,lflan,lflen,lmeth,lnapt,lphen,lpyre
F,0,1.960094784,-1.386294361,,3.63758616,1.987874348,-2.407945609,3.850147602,-1.609437912,4.465908119,2.397895273,2.397895273,2.397895273,2.397895273,2.397895273,2.397895273,2.397895273,3.36729583,2.397895273,2.397895273,3.526360525,2.397895273,3.63758616
T,1,1.902107526,-1.897119985,,3.295836866,1.481604541,-2.995732274,3.526360525,-2.207274913,4.276666119,2.351375257,2.351375257,2.351375257,4.248495242,2.351375257,4.248495242,4.532599493,4.248495242,3.218875825,2.351375257,3.688879454,2.351375257,4.574710979
T,1,1.504077397,-0.776528789,4.198704578,3.020424886,2.602689685,-3.218875825,3.563882964,-1.832581464,4.092676505,1.386294361,1.386294361,2.397895273,2.079441542,1.386294361,2.197224577,2.564949357,3.433987204,1.386294361,1.386294361,1.386294361,2.302585093,3.36729583
T,1,1.252762968,-1.203972804,4.143134726,2.766319109,2.240709689,-3.218875825,3.520460802,-2.995732274,3.966511191,1.252762968,1.252762968,2.833213344,1.098612289,1.252762968,1.386294361,1.609437912,2.48490665,1.252762968,1.252762968,1.252762968,1.609437912,2.564949357
F,0,1.223775432,-3.352407217,3.353406718,1.360976553,2.079441542,-5.298317367,2.687847494,-4.605170186,3.139832618,1.098612289,1.098612289,2.197224577,0.693147181,1.098612289,0.693147181,0.693147181,1.098612289,1.098612289,1.098612289,1.098612289,0.693147181,1.098612289
T,1,0.875468737,-2.900422094,4.027135813,1.589235205,2.041220329,-5.298317367,3.401197382,-4.199705078,3.481240089,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469
F,0,2.00148,0.470003629,4.436751534,3.342861805,2.660259537,-2.813410717,3.763522997,-1.560647748,4.377014093,1.386294361,1.386294361,0,1.791759469,1.386294361,1.609437912,2.079441542,2.772588722,0.693147181,1.386294361,1.386294361,1.791759469,3.091042453
F,0,2.292534757,-1.660731207,4.590056548,3.703768067,3.401197382,-2.120263536,4.163559631,-1.108662625,4.709530201,2.014903021,2.014903021,1.945910149,3.218875825,2.014903021,2.995732274,3.761200116,4.127134385,2.079441542,2.014903021,2.014903021,3.465735903,4.234106505
F,0,2.041220329,-1.347073648,4.32677816,3.384390263,2.949688335,-2.207274913,3.770459441,-1.660731207,4.589040804,2.397895273,2.397895273,3.496507561,3.091042453,2.397895273,2.890371758,3.258096538,3.951243719,2.302585093,2.397895273,2.397895273,3.555348061,3.850147602
F,0,2.014903021,-1.203972804,4.194189897,3.131136911,2.862200881,-2.525728644,3.572345638,-1.966112856,4.442651256,2.302585093,2.302585093,3.555348061,3.36729583,2.302585093,3.433987204,3.401197382,4.143134726,2.079441542,2.302585093,2.302585093,3.688879454,4.127134385
F,0,1.568615918,-1.46967597,3.642835516,1.840549633,2.251291799,-3.912023005,3.015534901,-3.688879454,3.624340933,1.098612289,1.098612289,1.098612289,2.302585093,1.098612289,2.197224577,2.302585093,3.218875825,0.693147181,1.098612289,1.098612289,2.833213344,3.218875825
T,1,2.564949357,0.336472237,,3.688879454,3.502549876,-2.590267165,2.186051277,1.832581464,4.410371108,3.433987204,3.433987204,3.433987204,4.86753445,3.433987204,4.787491743,5.192956851,5.247024072,3.433987204,3.433987204,3.433987204,5.075173815,5.347107531
T,1,1.945910149,-2.302585093,,3.417726684,2.406945108,-2.900422094,2.104134154,-0.798507696,4.244200318,4.043051268,3.218875825,3.912023005,4.33073334,3.218875825,4.143134726,4.787491743,5.393627546,3.218875825,3.218875825,4.262679877,5.135798437,5.247024072
T,1,2.815408719,-0.867500568,,4.130355,3.465735903,-2.353878387,2.660259537,-0.356674944,4.624972813,3.449987546,3.449987546,3.449987546,5.135798437,3.449987546,5.075173815,5.521460918,5.736572297,3.449987546,3.449987546,3.449987546,5.247024072,5.736572297
T,1,2.459588842,-0.820980552,,3.858622229,3.161246712,-2.659260037,2.602689685,-0.430782916,4.335982696,3.433987204,3.433987204,4.356708827,4.86753445,3.433987204,4.700480366,5.298317367,5.634789603,3.433987204,3.433987204,4.158883083,5.010635294,5.703782475
T,1,2.727852828,-0.967584026,,4.135166557,3.514526067,-2.525728644,2.708050201,-0.356674944,4.589040804,3.449987546,3.449987546,3.449987546,4.86753445,3.449987546,4.86753445,5.298317367,5.298317367,3.449987546,3.449987546,3.449987546,5.192956851,5.480638923
T,1,2.694627181,0.09531018,,4.225372825,3.63758616,-1.139434283,2.867898902,-0.223143551,4.615120517,3.481240089,3.481240089,4.317488114,5.438079309,3.481240089,5.247024072,5.560681631,5.886104031,3.481240089,3.481240089,3.481240089,5.347107531,5.940171253
T,1,2.681021529,0.09531018,,4.180522258,3.572345638,-0.867500568,2.740840024,-0.356674944,4.597138014,3.526360525,3.526360525,3.526360525,5.075173815,3.526360525,5.135798437,5.480638923,5.560681631,3.526360525,3.526360525,3.526360525,5.010635294,5.347107531
T,1,2.557227311,-0.248461359,,3.908014984,3.265759411,-1.714798428,2.63905733,-0.430782916,4.375757022,4.976733742,4.976733742,4.976733742,4.976733742,4.976733742,4.976733742,5.799092654,6.272877007,4.976733742,4.976733742,4.976733742,5.991464547,6.536691598
T,1,2.714694744,0,,4.12552018,3.493472658,-1.832581464,2.660259537,-0.430782916,4.526126979,5.075173815,5.075173815,5.075173815,5.075173815,5.075173815,5.075173815,6.01615716,6.063785209,5.075173815,5.075173815,5.075173815,5.075173815,5.913503006
T,1,2.674148649,0.09531018,,4.077537444,3.437207819,-1.171182982,2.667228207,-0.223143551,4.507557357,3.433987204,3.433987204,3.433987204,4.941642423,3.433987204,4.86753445,5.347107531,5.634789603,3.433987204,3.433987204,3.433987204,4.941642423,5.438079309
T,1,2.827313622,-0.478035801,,4.001863709,3.456316681,-1.108662625,2.617395833,-0.287682072,4.423648309,3.481240089,3.481240089,4.369447852,5.669880923,3.481240089,5.192956851,5.768320996,5.966146739,3.481240089,3.481240089,3.481240089,5.560681631,5.634789603
T,1,2.541601993,-0.051293294,,3.935739532,3.288401888,-1.049822124,2.549445171,-0.287682072,4.329416684,3.417726684,3.417726684,3.417726684,4.86753445,3.417726684,4.700480366,5.075173815,5.135798437,3.417726684,3.417726684,3.417726684,4.700480366,5.192956851
T,1,2.90690106,-0.083381609,,3.75419892,3.095577609,-1.714798428,2.424802726,-0.597837001,4.225372825,3.36729583,3.36729583,3.36729583,4.787491743,3.36729583,4.204692619,4.86753445,5.192956851,3.36729583,3.36729583,3.36729583,4.574710979,5.192956851
T,1,2.970414466,-0.400477567,,4.123903364,3.421000009,-2.407945609,2.646174797,-0.430782916,4.644390899,3.511545439,3.511545439,4.356708827,5.438079309,3.511545439,5.247024072,5.828945618,5.736572297,3.511545439,3.511545439,3.511545439,5.247024072,5.703782475
T,1,2.93385687,-0.798507696,,4.328098293,3.517497837,-2.353878387,2.850706502,-0.356674944,4.779123493,3.569532696,3.569532696,3.569532696,5.480638923,3.569532696,5.135798437,5.598421959,5.703782475,3.569532696,3.569532696,3.569532696,5.075173815,5.768320996
T,1,0.955511445,-0.867500568,,2.557227311,1.252762968,-2.040220829,1.945910149,-0.832409248,3.261935314,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.850147602,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216,3.135494216
T,1,0.530628251,-1.021651248,,2.091864062,0.693147181,-2.040220829,1.568615918,-0.765717873,2.939161922,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935
T,1,2.890371758,-0.776528789,,2.862200881,2.753660712,-2.813410717,2.151762203,-0.798507696,4.048300624,3.135494216,3.135494216,3.135494216,4.442651256,3.135494216,4.382026635,4.700480366,5.075173815,3.135494216,3.135494216,3.135494216,3.135494216,5.347107531
T,1,2.912350665,-1.514127733,,3.277144733,3.072693315,-2.900422094,2.00148,-0.776528789,4.272490748,3.091042453,3.091042453,3.091042453,3.091042453,3.091042453,3.091042453,3.091042453,4.248495242,3.091042453,3.091042453,3.091042453,3.951243719,4.143134726
F,0,1.223775432,-2.302585093,,1.974081026,0.916290732,-2.995732274,1.648658626,-0.798507696,3.186352633,3.020424886,3.020424886,3.020424886,3.020424886,3.020424886,3.020424886,3.020424886,3.020424886,3.020424886,3.020424886,3.020424886,3.020424886,3.020424886
F,0,2.397895273,-1.347073648,,3.04927304,1.85629799,-2.995732274,2.208274414,-0.776528789,4.198704578,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935,3.068052935,4.317488114,5.192956851,3.068052935,3.068052935,3.068052935,4.17438727,4.700480366
T,1,1.410986974,-0.174353387,,3.131136911,1.757857918,-1.771956842,2.63905733,-0.510825624,3.696351469,4.007333185,3.314186005,3.314186005,3.314186005,3.314186005,3.314186005,3.314186005,3.314186005,4.007333185,4.007333185,4.110873864,4.86753445,3.314186005
T,1,1.252762968,-0.713349888,,2.493205453,1.30833282,-2.733368009,2.041220329,-0.713349888,3.277144733,3.850147602,3.157000421,3.157000421,3.157000421,3.157000421,3.157000421,4.077537444,4.127134385,3.850147602,3.157000421,3.157000421,3.157000421,3.912023005
T,1,1.987874348,-0.430782916,,3.000719815,1.648658626,-2.353878387,2.370243741,-0.430782916,3.696351469,4.158883083,3.465735903,3.465735903,3.465735903,3.465735903,3.465735903,4.290459441,4.787491743,4.158883083,3.465735903,3.465735903,3.465735903,4.605170186
T,1,1.648658626,-0.186329578,,2.879198457,1.609437912,-2.590267165,2.219203484,-0.597837001,3.210843653,4.007333185,3.314186005,3.314186005,3.314186005,3.314186005,3.314186005,3.314186005,4.204692619,4.007333185,3.314186005,3.314186005,3.314186005,3.314186005
T,1,1.435084525,-0.162518929,,3.068052935,1.547562509,-1.832581464,2.646174797,-0.597837001,3.64805746,3.988984047,3.295836866,3.295836866,3.295836866,3.295836866,3.295836866,3.295836866,3.295836866,3.988984047,3.295836866,3.295836866,4.043051268,3.295836866
T,1,1.481604541,-0.083381609,,3.100092289,1.568615918,-1.832581464,2.674148649,-0.693147181,3.660994251,4.007333185,3.314186005,3.314186005,3.314186005,3.314186005,3.314186005,3.314186005,3.314186005,4.007333185,3.314186005,3.314186005,4.189654742,3.314186005
F,0,0.955511445,-0.328504067,,2.753660712,1.131402111,-1.897119985,2.32238772,-0.597837001,3.335769576,3.891820298,3.198673118,3.198673118,3.198673118,3.198673118,3.198673118,3.198673118,3.198673118,3.891820298,3.198673118,3.198673118,3.198673118,3.198673118
T,1,1.280933845,-0.527632742,,2.890371758,1.481604541,-1.897119985,2.360854001,-0.597837001,3.496507561,3.931825633,3.238678452,3.238678452,3.238678452,3.238678452,3.238678452,3.238678452,3.238678452,3.931825633,3.238678452,3.238678452,3.238678452,3.238678452
F,0,1.526056303,-0.072570693,,3.063390922,1.902107526,-1.832581464,2.501435952,-0.597837001,3.602776755,3.970291914,3.277144733,3.277144733,3.277144733,3.277144733,3.277144733,3.277144733,3.277144733,3.970291914,3.277144733,3.277144733,3.277144733,3.277144733
F,0,1.458615023,-0.673344553,,2.163323026,1.30833282,-2.120263536,1.945910149,-0.765717873,3.321432413,3.828641396,3.135494216,3.135494216,4.442651256,3.135494216,3.135494216,5.247024072,5.634789603,3.828641396,3.135494216,3.135494216,4.700480366,5.393627546
T,1,2.186051277,-0.446287103,,2.602689685,1.960094784,-1.897119985,2.066862759,-0.78745786,3.374168709,3.891820298,3.198673118,3.198673118,4.700480366,3.198673118,4.158883083,5.598421959,5.347107531,3.891820298,3.198673118,3.198673118,3.198673118,5.192956851
T,1,2.028148247,-0.616186139,,2.809402695,1.824549292,-2.525728644,2.104134154,-0.597837001,3.608211551,3.951243719,3.258096538,3.258096538,3.258096538,3.258096538,3.258096538,4.343805422,4.86753445,3.951243719,3.258096538,3.258096538,3.258096538,4.418840608
T,1,2.949688335,-0.820980552,,4.363098625,3.546739687,-2.353878387,2.879198457,-0.356674944,4.804021045,4.262679877,3.569532696,3.569532696,5.347107531,3.569532696,5.135798437,5.598421959,5.703782475,4.262679877,3.569532696,3.569532696,5.247024072,5.634789603
T,1,3.109060959,-0.967584026,,4.422448549,3.703768067,-2.302585093,2.856470206,-0.223143551,4.875197323,4.304065093,3.610917913,4.382026635,5.598421959,3.610917913,5.135798437,5.560681631,5.768320996,4.304065093,3.610917913,3.610917913,5.347107531,5.799092654
T,1,2.923161581,-0.210721031,,4.151039906,3.608211551,-2.353878387,2.667228207,-0.430782916,4.65396035,4.219507705,3.526360525,3.526360525,5.298317367,3.526360525,5.010635294,5.480638923,5.703782475,4.219507705,3.526360525,3.526360525,5.347107531,5.560681631
T,1,3.086486637,-0.430782916,,4.32677816,3.591817741,-2.253794929,2.844909384,-0.287682072,4.762173935,4.343805422,3.650658241,3.650658241,5.521460918,3.650658241,5.192956851,5.560681631,5.799092654,4.343805422,3.650658241,3.650658241,5.075173815,5.560681631
T,1,3.109060959,-0.494296322,,4.235554731,3.64805746,-0.798507696,2.694627181,-0.223143551,4.691347882,5.913503006,5.220355825,5.220355825,5.220355825,5.220355825,5.220355825,6.445719819,6.65929392,5.913503006,5.220355825,5.220355825,6.152732695,6.429719478
T,1,3.095577609,-0.235722334,,4.212127598,3.642835516,-0.653926467,2.714694744,-0.356674944,4.65396035,5.857933154,5.164785974,5.164785974,5.164785974,5.164785974,5.164785974,6.29156914,5.940171253,5.857933154,5.164785974,5.164785974,5.164785974,6.272877007
T,1,1.547562509,-0.446287103,,2.714694744,1.757857918,-0.713349888,2.041220329,-0.867500568,3.407841924,3.784189634,3.091042453,3.091042453,4.304065093,3.091042453,4.234106505,4.86753445,4.86753445,3.784189634,3.091042453,3.091042453,4.553876892,5.075173815
T,1,3.414442608,-0.544727175,,3.75419892,3.514526067,-2.900422094,2.174751721,-0.928869514,4.795790546,5.010635294,3.068052935,4.787491743,4.787491743,,4.700480366,6.476972363,,4.700480366,3.068052935,3.850147602,6.476972363,
T,1,1.840549633,0.09531018,,3.763522997,4.507557357,-0.967584026,2.302585093,-0.597837001,5.023880521,4.941642423,4.510859507,5.521460918,5.521460918,,4.787491743,6.345636361,,4.787491743,4.343805422,5.347107531,6.345636361,
T,1,2.646174797,-0.139262067,,4.321480135,4.06731589,-0.967584026,2.884800713,-0.356674944,4.919980926,3.663561646,3.663561646,4.700480366,4.700480366,,4.382026635,6.173786104,,4.382026635,3.663561646,4.605170186,6.173786104,
F,0,1.871802177,-0.94160854,,3.161246712,2.995732274,-1.714798428,2.360854001,-0.693147181,3.935739532,4.219507705,3.17805383,4.86753445,4.86753445,,4.189654742,5.347107531,,4.189654742,3.17805383,4.605170186,5.347107531,
T,1,4.133565275,2.667228207,,6.558197803,7.098375639,-0.478035801,3.575150689,0.955511445,8.242756346,7.495541944,6.309918278,8.411832676,8.411832676,,7.60090246,9.952277717,,7.60090246,6.309918278,6.309918278,9.952277717,
T,1,3.55820113,1.945910149,,5.855071922,6.561030666,-0.776528789,3.280911216,1.53686722,7.575584652,6.345636361,3.912023005,7.003065459,7.003065459,,6.380122537,9.082507,,6.380122537,4.605170186,5.598421959,9.082507,
T,1,2.151762203,0,,5.676753802,3.897924081,-1.714798428,2.533696814,-0.287682072,5.236441963,4.787491743,4.094344562,5.768320996,5.768320996,,5.075173815,7.60090246,,5.075173815,4.094344562,4.094344562,7.60090246,
T,1,1.458615023,-0.261364764,,3.122364924,2.251291799,-1.714798428,2.541601993,-0.693147181,3.658420247,3.33220451,3.33220451,3.33220451,3.33220451,3.33220451,3.33220451,3.33220451,3.33220451,3.33220451,3.33220451,3.33220451,3.33220451,3.33220451
T,1,2.261763098,0.182321557,,3.824284091,3.693866996,-1.078809661,2.541601993,-0.356674944,4.409155302,3.384390263,3.384390263,3.384390263,4.406719247,3.384390263,4.442651256,4.787491743,4.941642423,3.384390263,3.384390263,3.384390263,4.430816799,4.941642423
F,0,1.029619417,-0.653926467,,5.916202063,3.198673118,-2.040220829,2.833213344,-0.723606388,4.15575319,3.044522438,3.044522438,3.044522438,3.044522438,3.044522438,3.044522438,3.850147602,4.290459441,3.044522438,3.044522438,3.044522438,4.86753445,3.970291914
T,1,3.740047741,0.587786665,,4.875197323,5.351858133,-0.820980552,2.708050201,1.30833282,5.587248658,4.158883083,3.433987204,4.574710979,6.109247583,4.158883083,5.857933154,6.040254711,6.461468176,4.394449155,3.433987204,4.369447852,6.01615716,6.461468176
T,1,3.577947893,0.641853886,,4.94875989,5.59471138,-1.714798428,2.753660712,1.667706821,5.762051383,3.384390263,3.384390263,4.700480366,5.991464547,4.564348191,5.736572297,6.01615716,6.253828812,4.290459441,3.384390263,4.356708827,5.669880923,6.214608098
T,1,3.660994251,0.405465108,,4.882801923,5.247024072,-2.525728644,2.694627181,1.029619417,5.552959585,5.075173815,5.075173815,5.075173815,6.309918278,5.075173815,6.194405391,6.606650186,7.170119543,5.075173815,5.075173815,5.075173815,6.396929655,6.768493212
T,1,3.370738174,-0.020202707,,4.508659286,4.890349128,-1.660731207,2.459588842,0.78845736,5.159055299,4.110873864,3.295836866,4.605170186,5.598421959,3.295836866,5.347107531,5.703782475,6.363028104,4.317488114,3.295836866,3.295836866,5.828945618,6.040254711
T,1,-1.187443502,0.262364264,,4.990432587,5.384495063,-1.139434283,2.766319109,1.131402111,5.616771098,6.345636361,4.700480366,5.703782475,7.003065459,4.605170186,6.109247583,6.733401892,8.03915739,6.131226489,4.941642423,5.298317367,7.60090246,7.549609165
T,1,3.756538103,0.470003629,,4.927253685,5.420534999,-1.171182982,2.785011242,1.30833282,5.631211782,4.304065093,3.481240089,5.135798437,6.445719819,4.941642423,6.272877007,6.445719819,7.003065459,4.605170186,3.481240089,4.59511985,6.194405391,6.620073207
T,1,4.86753445,0.993251773,,5.96870756,6.061456919,-1.078809661,2.797281335,2.128231706,6.133398043,4.700480366,3.496507561,5.634789603,6.866933284,5.192956851,7.003065459,6.779921907,7.003065459,4.700480366,3.496507561,4.248495242,6.492239835,6.8134446
T,1,3.711130063,0.182321557,,4.562262685,5.472270674,-2.733368009,2.493205453,1.252762968,5.433722004,4.290459441,3.349904087,4.584967479,6.234410726,5.010635294,6.131226489,6.345636361,6.109247583,4.477336814,3.349904087,4.094344562,5.886104031,6.152732695
F,0,3.563882964,0.336472237,,4.787491743,5.323009979,-1.139434283,2.58021683,1.193922468,5.476463552,4.86753445,3.417726684,4.941642423,6.01615716,3.417726684,5.703782475,6.109247583,6.756932389,4.787491743,3.417726684,4.418840608,6.396929655,5.579729826
T,1,3.335769576,0.262364264,,4.624972813,5.313205979,-1.237874356,2.694627181,1.30833282,5.365976015,3.401197382,3.401197382,4.110873864,4.941642423,3.401197382,4.86753445,5.075173815,5.768320996,3.401197382,3.401197382,4.094344562,5.010635294,5.480638923
T,1,3.650658241,0.336472237,,4.844187086,5.38907173,-1.30933332,2.694627181,1.131402111,5.402677382,3.417726684,3.417726684,4.127134385,4.941642423,3.417726684,4.86753445,5.298317367,5.438079309,3.417726684,3.417726684,3.417726684,4.86753445,5.438079309
T,1,3.514526067,-0.415515444,,4.177459469,4.239886868,-1.609437912,2.219203484,-0.820980552,5.062595033,4.605170186,3.17805383,3.912023005,4.574710979,3.17805383,4.189654742,4.86753445,5.598421959,4.33073334,4.158883083,4.343805422,5.703782475,5.393627546
T,1,2.48490665,0.09531018,,4.087655574,4.346399457,-1.514127733,2.687847494,-0.105360516,4.672828834,3.526360525,3.526360525,3.526360525,4.700480366,3.526360525,4.787491743,4.941642423,5.521460918,3.526360525,3.526360525,3.526360525,4.86753445,5.247024072
T,1,2.674148649,-0.040821995,,4.273884476,4.568506202,-1.272965676,2.63188884,0.587786665,4.852030264,3.449987546,3.449987546,3.449987546,4.521788577,3.449987546,4.605170186,4.787491743,5.075173815,3.449987546,3.449987546,3.449987546,4.430816799,5.135798437
T,1,3.258096538,0.262364264,,4.551769409,5.877735782,-1.347073648,2.667228207,1.252762968,5.609471795,3.449987546,3.449987546,4.17438727,5.192956851,3.449987546,5.298317367,5.521460918,5.669880923,3.449987546,3.449987546,3.449987546,5.075173815,5.634789603
T,1,2.923161581,-0.127833372,,4.010962953,3.845883203,-2.525728644,2.674148649,0.262364264,4.580877493,3.384390263,3.384390263,3.384390263,4.700480366,3.384390263,4.700480366,5.010635294,5.298317367,3.384390263,3.384390263,3.384390263,4.48863637,5.075173815
T,1,2.406945108,-0.400477567,,4.030694535,3.883623531,-0.94160854,2.587764035,-0.430782916,4.634728988,5.010635294,5.010635294,5.010635294,6.272877007,5.010635294,6.253828812,6.363028104,6.866933284,5.010635294,5.010635294,5.010635294,6.173786104,6.756932389
T,1,3.465735903,0.182321557,,4.787491743,5.220355825,-1.203972804,2.63188884,0.78845736,5.332718793,3.349904087,3.349904087,4.17438727,5.736572297,3.349904087,5.703782475,5.768320996,5.966146739,3.349904087,3.349904087,4.317488114,5.010635294,6.063785209
T,1,1.85629799,-0.139262067,,3.929862924,4.700480366,-3.101092789,2.451005098,0.587786665,4.852030264,2.917770732,2.917770732,2.917770732,5.075173815,2.917770732,5.075173815,5.135798437,5.560681631,2.917770732,2.917770732,2.917770732,4.941642423,5.247024072
T,1,4.53044664,1.360976553,,5.720311777,6.73459166,-1.30933332,2.734367509,2.501435952,6.722629795,4.976733742,4.976733742,6.476972363,7.824046011,6.345636361,7.824046011,7.740664402,8.03915739,4.976733742,4.976733742,4.976733742,7.377758908,7.783224016
T,1,4.514150788,-0.478035801,,2.90690106,1.589235205,-2.813410717,2.459588842,-0.776528789,3.465735903,5.438079309,4.700480366,6.152732695,7.901007052,5.598421959,7.863266724,7.863266724,8.101677747,4.700480366,4.700480366,4.700480366,7.377758908,7.972466016
T,1,3.744787086,1.335001067,,6.552507887,6.17586727,-1.609437912,3.586292865,1.757857918,6.632001777,7.377758908,4.828313737,6.593044534,8.366370302,7.003065459,8.160518247,8.242756346,8.71604405,7.244227516,7.003065459,7.244227516,8.68270763,8.794824928
F,0,1.757857918,-0.544727175,,3.258096538,3.779633817,-2.900422094,2.442347035,-0.765717873,4.417635062,3.068052935,3.068052935,3.068052935,3.931825633,3.068052935,4.127134385,4.17438727,4.442651256,3.068052935,3.068052935,3.068052935,3.931825633,4.290459441
T,1,4.087655574,0.182321557,,4.795790546,4.990432587,-1.966112856,2.509599262,0.405465108,5.981414211,4.262679877,3.068052935,4.700480366,6.086774727,4.700480366,6.29156914,6.131226489,6.445719819,4.17438727,3.068052935,3.068052935,6.063785209,6.253828812
T,1,4.997212274,0.587786665,,5.517452896,6.098074282,-1.386294361,2.944438979,1.504077397,6.400257445,4.477336814,3.135494216,4.86753445,6.476972363,4.86753445,6.476972363,6.633318433,7.377758908,4.430816799,3.135494216,3.135494216,6.492239835,6.802394763
T,1,5.18178355,0.587786665,,5.918893854,6.313548046,-1.021651248,3.161246712,1.386294361,6.81014245,4.700480366,4.700480366,7.170119543,7.003065459,5.393627546,6.551080335,7.377758908,7.937374696,5.598421959,4.700480366,4.700480366,7.43838353,7.649692624
T,1,2.821378886,-0.776528789,,4.634728988,4.290459441,-0.527632742,3.496507561,-0.261364764,4.9698133,3.17805383,2.48490665,4.043051268,4.941642423,4.442651256,5.393627546,5.298317367,5.991464547,3.218875825,2.944438979,3.33220451,5.135798437,6.413458957
T,1,2.63188884,-0.967584026,,4.602165677,4.189654742,-0.994252273,3.583518938,-0.314710745,4.762173935,2.890371758,2.054123734,3.737669618,4.86753445,4.060443011,5.075173815,5.247024072,5.393627546,3.044522438,2.995732274,3.044522438,5.010635294,6.109247583
T,1,2.17588744,-2.120263536,,4.496470769,3.33220451,-3.506557897,3.135494216,-2.207274913,4.404277244,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.887069649,2.302585093,2.708050201,1.791759469,1.791759469,1.791759469,2.151762203,2.397895273
F,0,1.887069649,-1.171182982,,3.230804396,2.653241965,-2.525728644,2.867898902,-1.714798428,4.069026754,0.936093359,0.936093359,0.936093359,1.386294361,0.936093359,0.936093359,2.197224577,2.708050201,0.936093359,0.936093359,0.936093359,0.936093359,2.708050201
T,1,2.721295428,-0.820980552,,3.80666249,3.261935314,-1.832581464,3.295836866,-1.049822124,4.497584975,1.131402111,1.131402111,1.131402111,2.397895273,1.131402111,2.708050201,2.995732274,3.218875825,1.131402111,1.131402111,1.131402111,3.218875825,3.295836866
F,0,2.041220329,-0.261364764,,3.899950424,2.862200881,-0.579818495,4.634728988,-1.139434283,4.700480366,1.945910149,3.891820298,3.135494216,4.521788577,1.945910149,4.532599493,4.700480366,5.298317367,2.397895273,3.295836866,5.247024072,4.941642423,5.192956851
T,1,2.151762203,-0.653926467,,3.808882247,2.975529566,-0.94160854,4.312140507,-0.84397007,4.663439094,2.140066163,3.218875825,3.80666249,4.465908119,2.140066163,4.521788577,4.700480366,5.247024072,2.48490665,3.295836866,4.787491743,5.521460918,4.787491743
F,0,2.028148247,-1.171182982,,3.653252276,2.844909384,-1.609437912,4.127134385,-1.272965676,4.709530201,1.945910149,1.945910149,2.116255515,3.433987204,1.945910149,3.33220451,3.688879454,4.276666119,1.945910149,1.945910149,1.945910149,4.564348191,3.828641396
T,1,1.931521412,-0.776528789,,3.795489189,2.965273066,-1.078809661,4.343805422,-1.171182982,4.718498871,1.945910149,1.945910149,2.772588722,3.850147602,1.945910149,3.970291914,4.158883083,4.941642423,1.945910149,3.135494216,3.496507561,4.605170186,4.276666119
F,0,2.660259537,-0.755022584,,3.822098298,3.317815773,-1.771956842,3.456316681,-0.967584026,4.573679519,1.704748092,1.704748092,1.704748092,2.995732274,1.704748092,2.995732274,3.401197382,3.988984047,1.704748092,1.704748092,1.704748092,3.295836866,3.761200116
T,1,2.054123734,-0.527632742,3.981549068,3.824284091,3.360375387,-1.832581464,3.230804396,-0.798507696,4.359269648,2.833213344,2.833213344,2.833213344,3.850147602,2.833213344,3.688879454,4.369447852,4.86753445,2.833213344,2.833213344,2.833213344,3.931825633,4.605170186
F,0,2.174751721,-0.15082289,4.11414719,3.688879454,3.974058396,-2.040220829,3.39785848,0.336472237,4.537961436,2.890371758,2.890371758,3.891820298,5.075173815,2.890371758,5.135798437,5.480638923,6.152732695,3.583518938,2.890371758,2.890371758,5.669880923,6.01615716
F,0,2.772588722,0.09531018,4.048300624,4.135166557,3.642835516,-0.994252273,3.46885603,-0.328504067,4.691347882,3.157000421,3.157000421,3.157000421,3.295836866,3.157000421,3.157000421,3.157000421,3.157000421,3.157000421,3.157000421,3.157000421,3.157000421,3.157000421
T,1,2.753660712,-0.139262067,4.001863709,4.235554731,4.357990057,-1.108662625,3.456316681,-0.544727175,4.736198448,3.17805383,3.17805383,3.17805383,3.314186005,3.17805383,3.17805383,3.17805383,3.17805383,3.17805383,3.17805383,3.17805383,3.17805383,3.17805383
F,0,2.151762203,-0.385662481,4.019980147,4.15575319,2.980618636,-2.120263536,3.39785848,-0.733969175,4.532599493,3.020424886,3.020424886,3.020424886,3.891820298,3.020424886,3.020424886,4.442651256,5.135798437,3.020424886,3.020424886,3.020424886,4.86753445,4.941642423
F,0,2.219203484,0,4.005513349,4.21508618,3.058707073,-1.832581464,3.411147713,-0.371063681,4.540098189,2.970414466,2.970414466,2.970414466,2.970414466,2.970414466,2.970414466,4.110873864,4.521788577,2.970414466,2.970414466,2.970414466,2.970414466,4.406719247
F,0,2.186051277,0,3.994524227,4.194189897,2.980618636,-1.897119985,3.440418095,-0.430782916,4.559126247,2.970414466,2.970414466,2.970414466,4.454347296,2.970414466,3.784189634,4.86753445,5.598421959,2.970414466,2.970414466,2.970414466,5.247024072,5.480638923
